payment_id,customer_id,amount,payment_method,failure_reason,timestamp,initial_action,recovered,recovery_time_hours
P008400,C03579,25663.28,UPI,insufficient_balance,2026-05-27 20:24:00,stop,False,
P008401,C03016,1488.63,Card,network_error,2026-01-13 21:47:00,retry,False,
P008402,C00674,3139.83,Card,insufficient_balance,2026-04-09 00:04:00,payment_link,False,
P008403,C01888,6847.41,Card,network_error,2026-02-01 08:27:00,message,True,14.0
P008404,C03042,701.77,Card,insufficient_balance,2026-02-08 03:45:00,retry,False,
P008405,C03685,2069.08,Card,bank_timeout,2026-06-11 03:00:00,payment_link,True,54.0
P008406,C03924,551.72,UPI,insufficient_balance,2026-06-15 01:01:00,message,False,
P008407,C03869,4002.03,Card,bank_timeout,2026-02-22 15:34:00,message,False,
P008408,C00182,1876.93,UPI,network_error,2026-04-21 06:11:00,retry,True,52.0
P008409,C02566,3512.25,Card,expired_card,2026-04-08 21:49:00,stop,False,
P008410,C01522,2539.8,Card,insufficient_balance,2026-03-02 15:27:00,retry,False,
P008411,C01135,5591.68,NetBanking,limit_exceeded,2026-01-26 19:25:00,message,False,
P008412,C01623,4456.75,Card,network_error,2026-06-18 22:48:00,payment_link,False,
P008413,C02684,2073.28,UPI,network_error,2026-01-24 01:08:00,retry,True,16.0
P008414,C00474,4536.64,NetBanking,network_error,2026-06-29 07:19:00,payment_link,True,63.0
P008415,C01347,929.97,Card,card_declined,2026-05-25 20:11:00,message,False,
P008416,C02427,3501.43,UPI,limit_exceeded,2026-03-12 09:29:00,message,False,
P008417,C02677,1097.41,UPI,network_error,2026-05-06 10:57:00,message,False,
P008418,C00107,1041.44,Card,network_error,2026-01-13 04:09:00,payment_link,True,57.0
P008419,C01717,2895.89,UPI,expired_card,2026-04-02 16:47:00,escalate,False,
P008420,C02440,5160.21,UPI,card_declined,2026-05-12 03:38:00,message,True,62.0
P008421,C00575,5267.32,UPI,bank_timeout,2026-01-07 07:58:00,retry,True,29.0
P008422,C00125,520.21,Card,limit_exceeded,2026-02-13 05:17:00,message,False,
P008423,C00574,3994.17,Card,insufficient_balance,2026-03-06 02:49:00,retry,False,
P008424,C02903,5684.92,Card,insufficient_balance,2026-06-21 06:03:00,payment_link,True,6.0
P008425,C03276,2007.79,UPI,network_error,2026-06-29 03:56:00,message,False,
P008426,C01594,2491.46,Card,network_error,2026-03-11 17:14:00,stop,True,38.0
P008427,C01632,1931.27,Card,network_error,2026-05-17 01:31:00,stop,False,
P008428,C02383,3909.34,Card,network_error,2026-04-11 06:18:00,message,False,
P008429,C00677,3286.49,Card,bank_timeout,2026-06-04 01:15:00,retry,True,44.0
P008430,C01301,9872.31,UPI,expired_card,2026-01-30 03:19:00,retry,False,
P008431,C00337,3606.78,UPI,insufficient_balance,2026-05-30 15:28:00,message,True,23.0
P008432,C01935,1191.47,Card,network_error,2026-03-15 18:36:00,escalate,False,
P008433,C02086,4191.38,NetBanking,insufficient_balance,2026-02-09 08:23:00,retry,True,67.0
P008434,C01011,1585.58,NetBanking,network_error,2026-02-14 07:54:00,stop,False,
P008435,C01448,1576.57,NetBanking,expired_card,2026-02-04 12:09:00,message,False,
P008436,C00776,33256.03,UPI,network_error,2026-04-09 17:56:00,stop,False,
P008437,C03241,4462.62,NetBanking,bank_timeout,2026-04-30 23:41:00,escalate,True,55.0
P008438,C02687,3518.3,UPI,bank_timeout,2026-04-03 09:15:00,message,True,35.0
P008439,C03776,2228.73,UPI,card_declined,2026-05-17 06:53:00,message,False,
P008440,C02041,3166.0,Card,card_declined,2026-04-06 13:38:00,payment_link,False,
P008441,C01467,397.99,NetBanking,card_declined,2026-06-01 09:29:00,payment_link,True,62.0
P008442,C02074,1434.56,Card,insufficient_balance,2026-06-22 01:09:00,stop,False,
P008443,C02291,391.26,NetBanking,insufficient_balance,2026-03-05 06:38:00,escalate,False,
P008444,C01452,1763.67,Card,limit_exceeded,2026-03-10 13:58:00,stop,False,
P008445,C00565,2664.27,UPI,card_declined,2026-06-24 14:36:00,retry,False,
P008446,C02756,17438.42,NetBanking,bank_timeout,2026-05-02 22:00:00,payment_link,False,
P008447,C01195,789.16,UPI,insufficient_balance,2026-01-15 15:51:00,stop,False,
P008448,C02322,3316.98,UPI,insufficient_balance,2026-05-31 12:04:00,retry,False,
P008449,C03796,7723.39,Card,card_declined,2026-02-04 19:36:00,stop,False,
P008450,C00783,1355.2,UPI,insufficient_balance,2026-04-21 23:22:00,payment_link,True,32.0
P008451,C02943,1530.44,NetBanking,insufficient_balance,2026-02-27 12:27:00,retry,True,39.0
P008452,C01957,3048.25,NetBanking,card_declined,2026-04-04 01:49:00,retry,False,
P008453,C01997,1734.45,Card,card_declined,2026-03-25 21:43:00,stop,False,
P008454,C01806,444.77,Card,insufficient_balance,2026-03-05 14:47:00,escalate,False,
P008455,C00559,1086.34,Card,limit_exceeded,2026-05-31 06:22:00,payment_link,False,
P008456,C00059,2527.07,Card,card_declined,2026-04-14 03:45:00,message,True,3.0
P008457,C00812,2061.78,NetBanking,card_declined,2026-05-22 07:49:00,stop,False,
P008458,C03256,1943.93,UPI,network_error,2026-03-10 05:33:00,message,True,27.0
P008459,C00574,749.02,NetBanking,network_error,2026-05-27 05:50:00,escalate,False,
P008460,C01612,1553.83,NetBanking,card_declined,2026-02-25 17:49:00,message,True,54.0
P008461,C03227,1176.4,Card,card_declined,2026-05-21 18:59:00,stop,False,
P008462,C01278,1307.02,UPI,insufficient_balance,2026-02-11 06:24:00,stop,False,
P008463,C03726,3983.78,Card,network_error,2026-06-27 22:52:00,stop,False,
P008464,C00880,6602.29,NetBanking,network_error,2026-03-03 02:18:00,retry,True,17.0
P008465,C01266,972.11,UPI,bank_timeout,2026-06-26 09:33:00,retry,False,
P008466,C01487,2259.58,UPI,insufficient_balance,2026-02-24 09:45:00,message,False,
P008467,C01127,2055.23,UPI,bank_timeout,2026-04-12 10:15:00,stop,False,
P008468,C01280,815.95,UPI,bank_timeout,2026-01-01 04:38:00,retry,True,18.0
P008469,C00576,1219.44,UPI,limit_exceeded,2026-03-07 07:10:00,message,False,
P008470,C02900,7609.93,UPI,bank_timeout,2026-02-27 02:47:00,escalate,True,15.0
P008471,C01983,799.82,Card,insufficient_balance,2026-01-11 02:04:00,escalate,True,25.0
P008472,C02935,4927.75,UPI,expired_card,2026-02-08 06:54:00,escalate,False,
P008473,C01465,25601.25,UPI,limit_exceeded,2026-06-22 23:59:00,stop,False,
P008474,C02516,1836.6,Card,card_declined,2026-06-20 22:40:00,retry,False,
P008475,C02402,9036.07,NetBanking,insufficient_balance,2026-02-15 12:18:00,stop,False,
P008476,C00319,3815.58,UPI,network_error,2026-02-04 03:14:00,stop,False,
P008477,C01837,2046.27,UPI,limit_exceeded,2026-01-30 21:53:00,retry,True,66.0
P008478,C00090,1563.22,UPI,insufficient_balance,2026-01-29 23:25:00,escalate,True,33.0
P008479,C03951,2361.48,UPI,network_error,2026-01-03 18:45:00,retry,True,37.0
P008480,C01435,2478.04,NetBanking,network_error,2026-01-09 21:04:00,escalate,False,
P008481,C03837,1108.87,NetBanking,limit_exceeded,2026-06-08 18:37:00,payment_link,False,
P008482,C02613,3558.95,NetBanking,card_declined,2026-05-21 05:36:00,escalate,False,
P008483,C02959,1805.46,Card,limit_exceeded,2026-04-10 10:57:00,retry,True,26.0
P008484,C02831,3221.64,Card,expired_card,2026-01-26 21:53:00,payment_link,False,
P008485,C03343,1861.49,NetBanking,limit_exceeded,2026-05-20 19:25:00,escalate,False,
P008486,C02617,5024.66,Card,network_error,2026-05-29 14:23:00,stop,True,61.0
P008487,C00567,1733.61,Card,card_declined,2026-04-03 11:39:00,retry,True,29.0
P008488,C02286,6769.97,Card,network_error,2026-01-26 19:35:00,retry,False,
P008489,C03934,2365.96,Card,bank_timeout,2026-03-03 09:03:00,retry,False,
P008490,C01707,2226.58,UPI,network_error,2026-01-19 21:06:00,escalate,True,7.0
P008491,C01770,2191.73,Card,limit_exceeded,2026-03-29 11:12:00,message,False,
P008492,C00292,761.96,UPI,limit_exceeded,2026-04-22 19:46:00,retry,False,
P008493,C00079,4027.13,Card,network_error,2026-01-15 14:48:00,escalate,True,65.0
P008494,C03707,2168.8,Card,limit_exceeded,2026-03-12 06:25:00,message,False,
P008495,C02145,1996.66,UPI,insufficient_balance,2026-04-15 14:32:00,payment_link,False,
P008496,C02880,4182.21,UPI,insufficient_balance,2026-02-02 06:30:00,payment_link,True,64.0
P008497,C00366,2285.93,UPI,limit_exceeded,2026-03-09 00:41:00,retry,False,
P008498,C00344,2028.46,Card,insufficient_balance,2026-06-12 09:20:00,message,False,
P008499,C00947,2367.94,UPI,card_declined,2026-06-07 21:50:00,message,False,
P008500,C00023,3077.17,Card,network_error,2026-02-06 18:02:00,message,False,
P008501,C03994,2714.47,NetBanking,card_declined,2026-05-08 15:21:00,stop,False,
P008502,C00853,6061.99,UPI,card_declined,2026-01-16 17:37:00,payment_link,False,
P008503,C02992,1387.24,UPI,limit_exceeded,2026-06-03 21:52:00,message,True,37.0
P008504,C00165,4551.78,UPI,insufficient_balance,2026-01-21 09:16:00,escalate,False,
P008505,C02271,944.13,Card,card_declined,2026-05-13 15:53:00,message,False,
P008506,C01749,4209.79,Card,network_error,2026-01-27 10:24:00,escalate,False,
P008507,C03874,16206.51,UPI,card_declined,2026-01-28 19:28:00,retry,True,19.0
P008508,C03228,671.4,NetBanking,card_declined,2026-03-27 02:21:00,message,False,
P008509,C01189,2706.23,Card,limit_exceeded,2026-01-15 14:54:00,escalate,False,
P008510,C03562,1617.93,Card,network_error,2026-02-07 15:18:00,stop,True,55.0
P008511,C02521,2538.95,UPI,card_declined,2026-02-06 15:10:00,stop,False,
P008512,C01933,4104.18,Card,insufficient_balance,2026-05-23 00:44:00,stop,False,
P008513,C02573,3156.6,UPI,network_error,2026-01-23 16:58:00,stop,False,
P008514,C03028,3299.63,UPI,network_error,2026-03-13 13:22:00,message,True,26.0
P008515,C01975,4653.84,Card,insufficient_balance,2026-03-16 03:10:00,message,False,
P008516,C03498,1881.59,UPI,insufficient_balance,2026-03-14 06:15:00,payment_link,False,
P008517,C02696,2627.23,Card,insufficient_balance,2026-03-15 09:37:00,escalate,False,
P008518,C00569,2174.81,Card,expired_card,2026-02-28 06:56:00,escalate,False,
P008519,C01212,2395.27,Card,limit_exceeded,2026-03-04 14:05:00,escalate,False,
P008520,C02014,8253.5,UPI,insufficient_balance,2026-01-17 00:19:00,payment_link,False,
P008521,C00710,1903.79,UPI,bank_timeout,2026-01-24 12:58:00,message,True,1.0
P008522,C01676,1832.1,Card,limit_exceeded,2026-06-29 05:28:00,escalate,False,
P008523,C03352,3343.63,Card,insufficient_balance,2026-01-14 10:37:00,stop,False,
P008524,C03827,1207.9,NetBanking,insufficient_balance,2026-03-15 04:06:00,stop,False,
P008525,C03873,3027.31,Card,insufficient_balance,2026-01-29 13:50:00,payment_link,True,49.0
P008526,C00458,7844.03,UPI,insufficient_balance,2026-05-31 05:39:00,retry,False,
P008527,C03626,1112.68,UPI,insufficient_balance,2026-04-19 04:03:00,escalate,False,
P008528,C00205,2576.37,Card,insufficient_balance,2026-03-13 11:04:00,message,False,
P008529,C03880,3577.77,UPI,bank_timeout,2026-04-01 16:38:00,stop,False,
P008530,C03275,4395.7,NetBanking,network_error,2026-02-19 07:45:00,stop,False,
P008531,C02521,3052.68,UPI,card_declined,2026-04-10 16:51:00,message,False,
P008532,C03136,1283.23,UPI,network_error,2026-02-21 04:31:00,escalate,True,1.0
P008533,C03462,1783.77,NetBanking,card_declined,2026-03-31 02:21:00,message,True,25.0
P008534,C01974,2742.96,UPI,bank_timeout,2026-03-04 02:02:00,escalate,True,56.0
P008535,C00919,2177.38,UPI,expired_card,2026-03-08 00:46:00,escalate,False,
P008536,C01061,1207.24,Card,insufficient_balance,2026-02-04 18:36:00,escalate,True,57.0
P008537,C01566,2292.98,Card,insufficient_balance,2026-02-21 19:46:00,message,False,
P008538,C03264,2011.22,NetBanking,bank_timeout,2026-01-22 06:10:00,retry,True,22.0
P008539,C03571,3314.68,UPI,network_error,2026-04-08 01:51:00,message,True,62.0
P008540,C02589,3141.75,NetBanking,expired_card,2026-01-01 10:29:00,stop,False,
P008541,C02034,6601.51,UPI,limit_exceeded,2026-03-14 16:12:00,stop,False,
P008542,C01687,3511.99,NetBanking,limit_exceeded,2026-01-01 00:26:00,escalate,True,53.0
P008543,C01281,4770.74,NetBanking,network_error,2026-03-14 14:53:00,retry,True,2.0
P008544,C00404,9901.8,NetBanking,card_declined,2026-03-08 02:29:00,message,False,
P008545,C03230,5236.66,UPI,bank_timeout,2026-04-11 10:50:00,retry,True,42.0
P008546,C00068,1569.48,NetBanking,limit_exceeded,2026-05-03 14:57:00,stop,False,
P008547,C00972,1496.75,UPI,bank_timeout,2026-04-17 02:51:00,escalate,False,
P008548,C03005,2285.36,NetBanking,insufficient_balance,2026-04-18 22:02:00,escalate,False,
P008549,C02992,1332.19,UPI,network_error,2026-01-30 03:36:00,escalate,True,28.0
P008550,C00117,1658.04,Card,expired_card,2026-06-10 07:10:00,retry,False,
P008551,C02752,6066.84,UPI,limit_exceeded,2026-03-22 06:52:00,stop,False,
P008552,C03941,6647.05,UPI,network_error,2026-03-31 19:58:00,message,True,28.0
P008553,C02253,1276.39,UPI,network_error,2026-05-09 13:03:00,payment_link,False,
P008554,C02519,4117.9,UPI,insufficient_balance,2026-03-15 15:17:00,escalate,True,23.0
P008555,C03332,25535.53,Card,network_error,2026-02-14 00:13:00,message,True,60.0
P008556,C03511,1653.12,UPI,insufficient_balance,2026-01-13 13:47:00,message,True,5.0
P008557,C03300,3357.45,Card,limit_exceeded,2026-04-25 00:03:00,payment_link,False,
P008558,C00533,1291.82,UPI,limit_exceeded,2026-01-14 04:01:00,message,False,
P008559,C01737,4926.67,Card,network_error,2026-03-08 12:51:00,stop,False,
P008560,C02873,2290.25,UPI,insufficient_balance,2026-04-01 22:34:00,payment_link,False,
P008561,C00046,8926.01,UPI,limit_exceeded,2026-04-12 16:11:00,stop,False,
P008562,C02282,4224.28,Card,insufficient_balance,2026-05-13 05:56:00,message,False,
P008563,C01804,2667.15,Card,bank_timeout,2026-03-06 00:55:00,escalate,True,46.0
P008564,C03031,1147.36,NetBanking,insufficient_balance,2026-02-03 04:37:00,stop,False,
P008565,C00096,1008.37,UPI,card_declined,2026-01-19 04:45:00,payment_link,True,30.0
P008566,C00815,3966.02,UPI,bank_timeout,2026-06-02 09:53:00,stop,False,
P008567,C01575,3796.69,Card,network_error,2026-02-23 03:25:00,stop,False,
P008568,C00029,852.8,NetBanking,expired_card,2026-03-27 09:58:00,message,False,
P008569,C00981,18359.94,UPI,limit_exceeded,2026-05-30 12:01:00,stop,False,
P008570,C03847,5997.19,Card,card_declined,2026-06-08 16:24:00,payment_link,False,
P008571,C00996,4040.5,NetBanking,insufficient_balance,2026-05-31 02:32:00,stop,False,
P008572,C03335,1496.78,UPI,insufficient_balance,2026-04-03 10:33:00,message,False,
P008573,C00794,5408.6,Card,bank_timeout,2026-04-10 16:13:00,message,True,21.0
P008574,C00610,12430.91,NetBanking,network_error,2026-01-29 13:28:00,retry,True,38.0
P008575,C02416,2950.29,UPI,card_declined,2026-01-29 22:58:00,payment_link,False,
P008576,C00056,444.33,NetBanking,insufficient_balance,2026-03-10 22:59:00,escalate,False,
P008577,C01295,2332.0,UPI,insufficient_balance,2026-06-28 02:21:00,stop,False,
P008578,C01539,492.2,UPI,expired_card,2026-06-10 13:31:00,payment_link,True,62.0
P008579,C02495,1405.59,UPI,network_error,2026-04-29 08:14:00,retry,False,
P008580,C02690,2560.09,Card,network_error,2026-06-11 16:30:00,stop,False,
P008581,C03008,3476.42,Card,network_error,2026-05-16 07:39:00,stop,False,
P008582,C00200,1893.66,NetBanking,network_error,2026-02-12 03:03:00,stop,False,
P008583,C01479,12183.86,UPI,card_declined,2026-03-23 10:26:00,retry,False,
P008584,C03183,1383.21,UPI,insufficient_balance,2026-02-28 15:09:00,payment_link,False,
P008585,C00434,422.11,UPI,card_declined,2026-05-21 02:33:00,message,False,
P008586,C02787,266.58,Card,card_declined,2026-01-09 18:33:00,retry,False,
P008587,C02430,5853.73,NetBanking,network_error,2026-05-26 13:43:00,payment_link,False,
P008588,C00594,3508.06,UPI,card_declined,2026-06-13 00:50:00,message,True,2.0
P008589,C01738,2438.88,Card,network_error,2026-01-05 08:35:00,message,False,
P008590,C03655,2365.49,NetBanking,card_declined,2026-06-21 07:43:00,stop,False,
P008591,C00076,622.16,UPI,card_declined,2026-03-10 13:23:00,stop,False,
P008592,C00934,5092.91,NetBanking,card_declined,2026-01-28 13:26:00,payment_link,True,55.0
P008593,C00311,6813.88,NetBanking,card_declined,2026-05-18 22:01:00,escalate,False,
P008594,C01134,2762.66,UPI,insufficient_balance,2026-02-24 08:59:00,stop,False,
P008595,C00196,2744.21,UPI,bank_timeout,2026-06-17 13:35:00,stop,False,
P008596,C02226,4432.03,UPI,network_error,2026-06-24 00:51:00,retry,True,36.0
P008597,C03465,1476.53,Card,network_error,2026-05-04 12:06:00,escalate,False,
P008598,C01491,2372.64,Card,network_error,2026-02-28 02:07:00,retry,True,34.0
P008599,C01790,3040.0,UPI,limit_exceeded,2026-02-07 00:55:00,message,False,
P008600,C03852,4501.5,Card,network_error,2026-04-14 20:49:00,message,True,32.0
P008601,C02658,3353.2,Card,card_declined,2026-05-11 00:28:00,message,True,27.0
P008602,C01592,4605.11,UPI,network_error,2026-06-29 22:23:00,message,True,36.0
P008603,C00847,2214.01,UPI,limit_exceeded,2026-03-08 17:06:00,payment_link,False,
P008604,C02247,1894.83,Card,card_declined,2026-02-27 05:47:00,retry,True,67.0
P008605,C03759,2213.74,UPI,insufficient_balance,2026-01-09 13:11:00,retry,False,
P008606,C02533,3591.01,Card,bank_timeout,2026-02-07 14:49:00,retry,False,
P008607,C03767,3176.78,Card,insufficient_balance,2026-03-08 10:50:00,retry,True,37.0
P008608,C00121,1973.16,NetBanking,insufficient_balance,2026-06-05 20:03:00,escalate,True,17.0
P008609,C03993,429.96,UPI,limit_exceeded,2026-05-18 23:43:00,retry,False,
P008610,C00065,904.39,UPI,network_error,2026-05-17 22:43:00,escalate,True,11.0
P008611,C02547,1172.21,UPI,expired_card,2026-05-10 22:42:00,message,True,60.0
P008612,C01816,9608.73,Card,card_declined,2026-06-04 06:04:00,payment_link,True,8.0
P008613,C02785,4574.36,UPI,insufficient_balance,2026-04-23 18:56:00,retry,False,
P008614,C00786,680.04,NetBanking,bank_timeout,2026-04-21 07:47:00,escalate,True,72.0
P008615,C03117,2148.97,UPI,card_declined,2026-01-12 21:03:00,retry,False,
P008616,C02266,3444.38,NetBanking,insufficient_balance,2026-03-11 18:32:00,message,False,
P008617,C02514,3144.76,Card,network_error,2026-05-19 09:04:00,escalate,False,
P008618,C02994,7461.48,UPI,insufficient_balance,2026-03-08 13:58:00,message,True,3.0
P008619,C01929,819.62,UPI,network_error,2026-05-24 04:19:00,stop,False,
P008620,C03588,3207.26,UPI,bank_timeout,2026-01-31 16:57:00,escalate,False,
P008621,C02266,1418.38,NetBanking,card_declined,2026-05-04 00:33:00,retry,False,
P008622,C03091,3828.92,UPI,network_error,2026-02-21 16:02:00,message,True,34.0
P008623,C01937,2085.28,NetBanking,bank_timeout,2026-01-14 02:42:00,stop,False,
P008624,C01318,2859.74,Card,card_declined,2026-05-16 00:28:00,payment_link,False,
P008625,C02808,2165.86,NetBanking,limit_exceeded,2026-04-29 10:18:00,payment_link,False,
P008626,C00222,6660.62,UPI,network_error,2026-02-19 03:15:00,escalate,False,
P008627,C01288,1249.6,UPI,insufficient_balance,2026-05-04 23:24:00,payment_link,True,28.0
P008628,C01108,3364.8,UPI,card_declined,2026-04-18 12:09:00,stop,False,
P008629,C02197,6149.28,UPI,card_declined,2026-05-10 01:11:00,payment_link,True,33.0
P008630,C02468,7538.68,UPI,expired_card,2026-01-10 22:15:00,payment_link,True,12.0
P008631,C02144,5213.27,UPI,card_declined,2026-01-28 08:02:00,payment_link,False,
P008632,C03440,1311.7,UPI,insufficient_balance,2026-01-27 20:28:00,retry,False,
P008633,C00412,1281.52,UPI,card_declined,2026-05-21 02:11:00,payment_link,False,
P008634,C00318,4783.28,NetBanking,insufficient_balance,2026-04-11 00:12:00,escalate,False,
P008635,C01173,3575.31,UPI,card_declined,2026-04-14 00:31:00,payment_link,False,
P008636,C01902,1406.46,UPI,network_error,2026-01-09 21:50:00,retry,True,41.0
P008637,C00521,7912.15,UPI,network_error,2026-02-19 08:16:00,retry,True,8.0
P008638,C01785,3003.9,UPI,insufficient_balance,2026-02-14 10:11:00,retry,True,9.0
P008639,C01982,1067.66,UPI,network_error,2026-05-14 15:00:00,payment_link,False,
P008640,C02113,1755.54,UPI,expired_card,2026-04-13 02:47:00,stop,False,
P008641,C01210,1263.63,UPI,insufficient_balance,2026-02-28 23:16:00,stop,False,
P008642,C02008,4142.0,Card,insufficient_balance,2026-06-23 01:21:00,escalate,False,
P008643,C02748,1279.01,UPI,limit_exceeded,2026-05-22 12:42:00,stop,False,
P008644,C03590,1065.8,UPI,network_error,2026-01-31 11:28:00,retry,True,7.0
P008645,C00622,23394.3,Card,limit_exceeded,2026-04-17 10:08:00,message,False,
P008646,C02827,7735.67,UPI,network_error,2026-06-26 15:12:00,message,True,69.0
P008647,C02363,8522.5,UPI,expired_card,2026-06-10 02:39:00,escalate,False,
P008648,C00515,3328.69,NetBanking,bank_timeout,2026-06-20 00:50:00,retry,True,11.0
P008649,C01989,2343.07,UPI,insufficient_balance,2026-06-05 05:41:00,retry,False,
P008650,C03077,2519.94,Card,expired_card,2026-01-16 18:29:00,message,True,57.0
P008651,C01566,2112.32,NetBanking,network_error,2026-06-17 22:35:00,escalate,False,
P008652,C03512,899.29,UPI,bank_timeout,2026-03-30 12:01:00,payment_link,True,17.0
P008653,C02410,2285.3,UPI,card_declined,2026-04-14 03:52:00,escalate,False,
P008654,C02198,15515.36,Card,bank_timeout,2026-03-08 10:56:00,stop,True,63.0
P008655,C02132,5025.29,UPI,network_error,2026-03-10 15:31:00,retry,True,29.0
P008656,C00671,451.73,Card,expired_card,2026-06-20 14:22:00,stop,False,
P008657,C02942,2465.43,UPI,limit_exceeded,2026-05-23 03:09:00,escalate,False,
P008658,C02414,1319.45,NetBanking,insufficient_balance,2026-05-11 04:04:00,stop,False,
P008659,C03224,2412.76,NetBanking,insufficient_balance,2026-04-24 21:49:00,retry,False,
P008660,C02567,1796.05,UPI,insufficient_balance,2026-01-27 00:05:00,message,False,
P008661,C01273,17173.8,Card,insufficient_balance,2026-05-14 01:08:00,message,True,46.0
P008662,C03826,2544.04,UPI,network_error,2026-04-18 20:16:00,stop,False,
P008663,C02125,1849.75,UPI,bank_timeout,2026-04-10 05:38:00,payment_link,False,
P008664,C03264,7105.8,UPI,network_error,2026-06-01 07:26:00,escalate,True,62.0
P008665,C02511,3301.26,UPI,insufficient_balance,2026-03-24 02:30:00,retry,False,
P008666,C02768,618.39,Card,insufficient_balance,2026-03-31 15:29:00,message,False,
P008667,C01088,1456.11,Card,bank_timeout,2026-04-08 01:41:00,stop,False,
P008668,C00818,1666.69,NetBanking,card_declined,2026-02-04 02:34:00,payment_link,False,
P008669,C00814,1078.81,UPI,bank_timeout,2026-06-22 20:31:00,stop,True,29.0
P008670,C01011,884.81,UPI,network_error,2026-04-03 11:31:00,payment_link,False,
P008671,C00373,1215.4,UPI,network_error,2026-06-20 19:10:00,retry,True,7.0
P008672,C02812,2034.74,Card,card_declined,2026-06-19 19:53:00,escalate,False,
P008673,C03912,3870.77,UPI,network_error,2026-04-13 23:12:00,stop,True,17.0
P008674,C03417,4148.39,UPI,bank_timeout,2026-02-26 00:42:00,retry,True,35.0
P008675,C02784,4063.79,Card,bank_timeout,2026-02-08 10:44:00,escalate,True,6.0
P008676,C01182,1322.92,Card,card_declined,2026-05-07 22:04:00,escalate,False,
P008677,C00782,3178.01,UPI,insufficient_balance,2026-04-02 20:11:00,message,False,
P008678,C03681,953.19,UPI,card_declined,2026-01-31 00:23:00,message,False,
P008679,C00525,15815.74,Card,network_error,2026-01-07 07:20:00,message,False,
P008680,C00644,4823.76,UPI,limit_exceeded,2026-06-01 19:05:00,escalate,False,
P008681,C01084,2467.49,NetBanking,expired_card,2026-06-15 19:54:00,escalate,True,61.0
P008682,C00511,5458.01,UPI,card_declined,2026-03-29 08:47:00,message,False,
P008683,C03027,3696.72,UPI,expired_card,2026-06-04 20:42:00,escalate,False,
P008684,C02204,1852.33,NetBanking,card_declined,2026-01-13 09:19:00,retry,False,
P008685,C01016,1493.13,UPI,network_error,2026-02-04 17:51:00,payment_link,True,21.0
P008686,C01471,8803.6,NetBanking,expired_card,2026-01-10 00:32:00,stop,False,
P008687,C03905,2085.07,UPI,expired_card,2026-06-27 23:50:00,payment_link,False,
P008688,C00398,10329.8,UPI,card_declined,2026-05-24 20:45:00,payment_link,False,
P008689,C00171,3251.13,NetBanking,limit_exceeded,2026-02-17 16:05:00,retry,False,
P008690,C02941,7507.15,Card,insufficient_balance,2026-01-25 13:02:00,payment_link,False,
P008691,C00737,3552.72,Card,bank_timeout,2026-01-30 07:13:00,payment_link,False,
P008692,C02409,1196.29,NetBanking,insufficient_balance,2026-05-23 21:03:00,retry,False,
P008693,C01375,1841.73,UPI,limit_exceeded,2026-04-14 23:48:00,message,False,
P008694,C03472,1926.92,UPI,network_error,2026-02-02 00:45:00,retry,False,
P008695,C01301,5953.1,NetBanking,insufficient_balance,2026-02-18 10:47:00,stop,False,
P008696,C02054,3221.45,Card,network_error,2026-01-08 12:46:00,escalate,True,21.0
P008697,C03958,716.46,UPI,expired_card,2026-02-18 02:31:00,message,False,
P008698,C03517,7413.06,NetBanking,bank_timeout,2026-06-03 21:25:00,stop,True,3.0
P008699,C00455,2472.92,Card,insufficient_balance,2026-02-25 12:12:00,retry,False,
P008700,C00679,5524.59,UPI,expired_card,2026-02-18 18:21:00,message,True,41.0
P008701,C02308,2904.16,NetBanking,insufficient_balance,2026-03-26 06:01:00,message,True,63.0
P008702,C00170,2247.93,Card,insufficient_balance,2026-02-01 04:30:00,retry,False,
P008703,C02176,1176.46,NetBanking,network_error,2026-01-25 02:31:00,escalate,True,28.0
P008704,C02276,6921.0,UPI,network_error,2026-03-27 16:07:00,stop,True,47.0
P008705,C00946,6514.32,NetBanking,insufficient_balance,2026-01-26 23:09:00,payment_link,True,10.0
P008706,C01330,5265.68,UPI,insufficient_balance,2026-05-04 03:35:00,stop,False,
P008707,C00925,5551.67,Card,network_error,2026-03-14 05:01:00,message,True,11.0
P008708,C01039,1261.1,Card,bank_timeout,2026-01-02 03:19:00,message,True,56.0
P008709,C01194,6236.26,UPI,insufficient_balance,2026-04-26 10:01:00,escalate,False,
P008710,C00528,3337.94,UPI,expired_card,2026-03-03 06:55:00,escalate,False,
P008711,C03259,8408.95,NetBanking,insufficient_balance,2026-03-06 20:02:00,payment_link,False,
P008712,C03948,5761.32,NetBanking,card_declined,2026-01-09 10:02:00,message,False,
P008713,C03979,3986.9,NetBanking,insufficient_balance,2026-06-07 21:49:00,payment_link,True,9.0
P008714,C01897,5195.69,Card,network_error,2026-01-04 22:00:00,message,False,
P008715,C01683,1518.89,UPI,expired_card,2026-06-24 05:05:00,escalate,False,
P008716,C01545,3936.94,Card,insufficient_balance,2026-03-16 23:03:00,escalate,True,56.0
P008717,C03694,3189.42,Card,insufficient_balance,2026-05-16 01:09:00,stop,False,
P008718,C02741,2420.35,UPI,insufficient_balance,2026-01-11 01:05:00,escalate,False,
P008719,C02300,3069.44,UPI,card_declined,2026-02-03 16:21:00,retry,False,
P008720,C02782,5027.51,Card,card_declined,2026-04-16 20:22:00,payment_link,True,5.0
