attempt_id,payment_id,action,attempt_number,timestamp,result,recovered_amount
A00007645,P007645,stop,1,2026-04-16 01:37:00,failed,0.0
A00007646,P007646,retry,1,2026-04-15 21:04:00,failed,0.0
A00007647,P007647,payment_link,1,2026-03-13 23:12:00,success,1317.72
A00007648,P007648,escalate,1,2026-02-25 08:00:00,success,845.16
A00007649,P007649,escalate,1,2026-04-06 01:42:00,success,1230.06
A00007650,P007650,payment_link,1,2026-03-27 12:30:00,failed,0.0
A00007651,P007651,message,1,2026-02-13 05:45:00,failed,0.0
A00007652,P007652,stop,1,2026-05-21 14:26:00,failed,0.0
A00007653,P007653,message,1,2026-04-18 10:44:00,failed,0.0
A00007654,P007654,retry,1,2026-06-14 22:05:00,success,8526.05
A00007655,P007655,stop,1,2026-05-29 08:11:00,failed,0.0
A00007656,P007656,message,1,2026-02-18 05:38:00,failed,0.0
A00007657,P007657,message,1,2026-06-21 07:48:00,success,1996.39
A00007658,P007658,payment_link,1,2026-05-23 22:21:00,failed,0.0
A00007659,P007659,escalate,1,2026-03-31 10:03:00,failed,0.0
A00007660,P007660,message,1,2026-04-16 06:29:00,success,2629.35
A00007661,P007661,retry,1,2026-01-01 08:41:00,failed,0.0
A00007662,P007662,stop,1,2026-05-09 08:22:00,failed,0.0
A00007663,P007663,stop,1,2026-06-26 21:32:00,failed,0.0
A00007664,P007664,retry,1,2026-01-13 10:19:00,failed,0.0
A00007665,P007665,payment_link,1,2026-06-05 08:18:00,success,1746.35
A00007666,P007666,escalate,1,2026-03-23 16:24:00,failed,0.0
A00007667,P007667,message,1,2026-01-31 06:40:00,success,3071.52
A00007668,P007668,escalate,1,2026-06-19 22:01:00,success,6176.98
A00007669,P007669,escalate,1,2026-03-18 17:49:00,failed,0.0
A00007670,P007670,payment_link,1,2026-06-09 09:13:00,failed,0.0
A00007671,P007671,stop,1,2026-04-29 19:45:00,failed,0.0
A00007672,P007672,message,1,2026-05-31 04:11:00,failed,0.0
A00007673,P007673,retry,1,2026-03-10 15:21:00,failed,0.0
A00007674,P007674,message,1,2026-05-11 19:07:00,success,4072.86
A00007675,P007675,message,1,2026-04-06 02:15:00,success,6020.19
A00007676,P007676,message,1,2026-04-18 12:50:00,failed,0.0
A00007677,P007677,escalate,1,2026-04-29 07:24:00,success,2900.82
A00007678,P007678,escalate,1,2026-06-03 19:03:00,failed,0.0
A00007679,P007679,stop,1,2026-02-24 03:22:00,failed,0.0
A00007680,P007680,message,1,2026-06-28 13:38:00,success,5717.71
A00007681,P007681,message,1,2026-02-25 06:02:00,failed,0.0
A00007682,P007682,payment_link,1,2026-05-30 16:26:00,failed,0.0
A00007683,P007683,stop,1,2026-04-28 01:35:00,failed,0.0
A00007684,P007684,message,1,2026-02-13 06:30:00,failed,0.0
A00007685,P007685,escalate,1,2026-06-10 07:13:00,failed,0.0
A00007686,P007686,message,1,2026-04-18 18:49:00,failed,0.0
A00007687,P007687,message,1,2026-04-24 10:56:00,failed,0.0
A00007688,P007688,message,1,2026-06-24 08:30:00,failed,0.0
A00007689,P007689,payment_link,1,2026-01-09 08:59:00,failed,0.0
A00007690,P007690,stop,1,2026-06-10 14:42:00,failed,0.0
A00007691,P007691,payment_link,1,2026-03-10 10:28:00,failed,0.0
A00007692,P007692,stop,1,2026-06-07 21:38:00,failed,0.0
A00007693,P007693,escalate,1,2026-06-10 13:11:00,success,6572.77
A00007694,P007694,payment_link,1,2026-01-09 18:31:00,success,5713.36
A00007695,P007695,payment_link,1,2026-01-26 12:21:00,success,919.29
A00007696,P007696,retry,1,2026-06-24 23:46:00,failed,0.0
A00007697,P007697,message,1,2026-06-18 20:24:00,success,1860.3
A00007698,P007698,stop,1,2026-06-08 09:35:00,failed,0.0
A00007699,P007699,escalate,1,2026-06-06 00:51:00,failed,0.0
A00007700,P007700,retry,1,2026-01-07 14:13:00,failed,0.0
A00007701,P007701,stop,1,2026-02-15 08:32:00,failed,0.0
A00007702,P007702,message,1,2026-03-20 12:19:00,failed,0.0
A00007703,P007703,stop,1,2026-05-02 19:23:00,success,4627.7
A00007704,P007704,message,1,2026-03-19 07:29:00,failed,0.0
A00007705,P007705,stop,1,2026-05-21 11:55:00,failed,0.0
A00007706,P007706,stop,1,2026-03-17 15:40:00,failed,0.0
A00007707,P007707,payment_link,1,2026-04-09 14:46:00,success,10788.09
A00007708,P007708,retry,1,2026-01-23 05:22:00,failed,0.0
A00007709,P007709,message,1,2026-04-12 12:48:00,failed,0.0
A00007710,P007710,stop,1,2026-01-28 15:33:00,failed,0.0
A00007711,P007711,payment_link,1,2026-03-29 02:22:00,failed,0.0
A00007712,P007712,retry,1,2026-06-09 16:40:00,failed,0.0
A00007713,P007713,message,1,2026-06-03 17:49:00,failed,0.0
A00007714,P007714,stop,1,2026-02-09 05:12:00,failed,0.0
A00007715,P007715,stop,1,2026-02-13 08:57:00,failed,0.0
A00007716,P007716,stop,1,2026-05-02 07:05:00,failed,0.0
A00007717,P007717,stop,1,2026-03-20 01:31:00,failed,0.0
A00007718,P007718,stop,1,2026-02-06 02:24:00,failed,0.0
A00007719,P007719,message,1,2026-01-03 02:33:00,failed,0.0
A00007720,P007720,stop,1,2026-04-09 03:44:00,failed,0.0
A00007721,P007721,retry,1,2026-01-27 17:34:00,success,4853.27
A00007722,P007722,payment_link,1,2026-04-01 19:38:00,failed,0.0
A00007723,P007723,escalate,1,2026-01-17 00:07:00,success,1152.16
A00007724,P007724,stop,1,2026-03-11 14:36:00,failed,0.0
A00007725,P007725,message,1,2026-05-10 15:25:00,success,4888.81
A00007726,P007726,payment_link,1,2026-04-03 22:33:00,success,1209.56
A00007727,P007727,stop,1,2026-03-28 10:00:00,failed,0.0
A00007728,P007728,retry,1,2026-04-02 10:31:00,failed,0.0
A00007729,P007729,payment_link,1,2026-04-13 08:14:00,failed,0.0
A00007730,P007730,escalate,1,2026-04-09 02:41:00,failed,0.0
A00007731,P007731,payment_link,1,2026-04-03 09:45:00,failed,0.0
A00007732,P007732,stop,1,2026-06-25 16:29:00,failed,0.0
A00007733,P007733,payment_link,1,2026-03-24 14:46:00,failed,0.0
A00007734,P007734,payment_link,1,2026-03-29 11:31:00,success,5334.76
A00007735,P007735,escalate,1,2026-01-02 01:57:00,failed,0.0
A00007736,P007736,escalate,1,2026-04-13 09:07:00,success,3028.1
A00007737,P007737,payment_link,1,2026-06-16 11:27:00,success,7451.77
A00007738,P007738,escalate,1,2026-03-12 10:31:00,success,7658.16
A00007739,P007739,message,1,2026-02-17 03:59:00,success,711.96
A00007740,P007740,escalate,1,2026-05-10 12:02:00,failed,0.0
A00007741,P007741,payment_link,1,2026-02-17 04:04:00,failed,0.0
A00007742,P007742,retry,1,2026-05-17 23:36:00,success,4444.3
A00007743,P007743,escalate,1,2026-04-23 02:32:00,success,45538.52
A00007744,P007744,retry,1,2026-03-26 23:10:00,success,58554.88
A00007745,P007745,message,1,2026-04-12 17:28:00,success,5820.87
A00007746,P007746,stop,1,2026-05-06 06:39:00,failed,0.0
A00007747,P007747,stop,1,2026-01-22 11:41:00,failed,0.0
A00007748,P007748,stop,1,2026-03-09 16:37:00,failed,0.0
A00007749,P007749,stop,1,2026-05-29 08:04:00,failed,0.0
A00007750,P007750,message,1,2026-05-28 20:32:00,failed,0.0
A00007751,P007751,message,1,2026-05-12 16:53:00,failed,0.0
A00007752,P007752,escalate,1,2026-06-20 13:55:00,success,1894.56
A00007753,P007753,escalate,1,2026-06-03 23:26:00,failed,0.0
A00007754,P007754,escalate,1,2026-05-28 11:35:00,failed,0.0
A00007755,P007755,message,1,2026-04-03 21:07:00,failed,0.0
A00007756,P007756,payment_link,1,2026-03-14 23:18:00,success,7639.93
A00007757,P007757,payment_link,1,2026-01-22 11:38:00,success,1646.1
A00007758,P007758,message,1,2026-05-20 23:36:00,success,4507.69
A00007759,P007759,message,1,2026-05-12 11:32:00,success,1534.41
A00007760,P007760,stop,1,2026-02-16 08:21:00,failed,0.0
A00007761,P007761,retry,1,2026-03-04 23:31:00,failed,0.0
A00007762,P007762,retry,1,2026-01-14 00:10:00,failed,0.0
A00007763,P007763,escalate,1,2026-05-19 10:27:00,failed,0.0
A00007764,P007764,escalate,1,2026-04-30 22:15:00,success,2957.86
A00007765,P007765,payment_link,1,2026-01-26 23:17:00,failed,0.0
A00007766,P007766,payment_link,1,2026-05-27 22:09:00,success,4808.92
A00007767,P007767,payment_link,1,2026-04-04 23:54:00,failed,0.0
A00007768,P007768,retry,1,2026-04-30 14:18:00,success,7622.3
A00007769,P007769,payment_link,1,2026-01-11 20:08:00,failed,0.0
A00007770,P007770,escalate,1,2026-04-22 19:43:00,success,1830.56
A00007771,P007771,message,1,2026-01-21 15:21:00,failed,0.0
A00007772,P007772,retry,1,2026-03-17 18:25:00,failed,0.0
A00007773,P007773,retry,1,2026-06-08 14:35:00,success,1867.71
A00007774,P007774,stop,1,2026-06-20 07:04:00,failed,0.0
A00007775,P007775,escalate,1,2026-05-23 03:50:00,failed,0.0
A00007776,P007776,retry,1,2026-05-09 08:41:00,failed,0.0
A00007777,P007777,payment_link,1,2026-05-31 11:17:00,success,3883.5
A00007778,P007778,stop,1,2026-03-20 01:37:00,failed,0.0
A00007779,P007779,payment_link,1,2026-01-30 16:15:00,success,15255.28
A00007780,P007780,retry,1,2026-02-20 05:55:00,failed,0.0
A00007781,P007781,message,1,2026-03-13 10:04:00,success,29878.22
A00007782,P007782,message,1,2026-04-28 02:24:00,failed,0.0
A00007783,P007783,stop,1,2026-04-15 03:21:00,failed,0.0
A00007784,P007784,payment_link,1,2026-05-05 13:42:00,failed,0.0
A00007785,P007785,escalate,1,2026-04-14 09:39:00,failed,0.0
A00007786,P007786,message,1,2026-03-29 23:27:00,failed,0.0
A00007787,P007787,escalate,1,2026-03-19 22:15:00,success,4942.53
A00007788,P007788,escalate,1,2026-05-29 05:23:00,success,2298.76
A00007789,P007789,retry,1,2026-02-01 07:17:00,success,6126.16
A00007790,P007790,stop,1,2026-03-26 19:03:00,failed,0.0
A00007791,P007791,escalate,1,2026-05-07 21:12:00,success,5385.14
A00007792,P007792,message,1,2026-05-24 11:38:00,success,812.89
A00007793,P007793,message,1,2026-04-14 13:30:00,failed,0.0
A00007794,P007794,stop,1,2026-01-20 22:27:00,failed,0.0
A00007795,P007795,retry,1,2026-03-31 00:57:00,success,6343.63
A00007796,P007796,stop,1,2026-05-16 21:13:00,failed,0.0
A00007797,P007797,message,1,2026-01-29 21:04:00,success,7046.84
A00007798,P007798,payment_link,1,2026-01-20 17:42:00,success,4060.88
A00007799,P007799,retry,1,2026-05-02 20:43:00,success,6558.59
A00007800,P007800,retry,1,2026-01-05 11:17:00,success,1250.52
A00007801,P007801,message,1,2026-02-03 22:09:00,success,1057.95
A00007802,P007802,escalate,1,2026-06-22 17:25:00,failed,0.0
A00007803,P007803,retry,1,2026-05-07 04:08:00,failed,0.0
A00007804,P007804,stop,1,2026-02-10 11:24:00,failed,0.0
A00007805,P007805,stop,1,2026-06-20 13:52:00,failed,0.0
A00007806,P007806,escalate,1,2026-02-07 14:27:00,success,1740.29
A00007807,P007807,payment_link,1,2026-06-19 23:03:00,success,1639.11
A00007808,P007808,stop,1,2026-06-08 13:01:00,failed,0.0
A00007809,P007809,stop,1,2026-06-16 22:31:00,failed,0.0
A00007810,P007810,stop,1,2026-02-18 07:37:00,failed,0.0
A00007811,P007811,retry,1,2026-04-24 12:09:00,success,5906.07
A00007812,P007812,message,1,2026-04-13 14:59:00,failed,0.0
A00007813,P007813,payment_link,1,2026-02-21 17:57:00,success,1722.77
A00007814,P007814,retry,1,2026-06-26 12:11:00,failed,0.0
A00007815,P007815,escalate,1,2026-03-24 21:01:00,failed,0.0
A00007816,P007816,message,1,2026-04-04 01:09:00,success,2799.25
A00007817,P007817,escalate,1,2026-04-08 23:22:00,failed,0.0
A00007818,P007818,stop,1,2026-06-14 00:22:00,failed,0.0
A00007819,P007819,retry,1,2026-02-13 01:51:00,failed,0.0
A00007820,P007820,stop,1,2026-04-16 07:25:00,failed,0.0
A00007821,P007821,retry,1,2026-03-22 00:36:00,failed,0.0
A00007822,P007822,stop,1,2026-02-28 10:45:00,success,1698.41
A00007823,P007823,stop,1,2026-05-08 08:24:00,failed,0.0
A00007824,P007824,retry,1,2026-04-20 05:58:00,failed,0.0
A00007825,P007825,stop,1,2026-06-04 07:30:00,failed,0.0
A00007826,P007826,stop,1,2026-05-17 12:18:00,failed,0.0
A00007827,P007827,stop,1,2026-03-30 15:42:00,failed,0.0
A00007828,P007828,message,1,2026-03-19 04:22:00,failed,0.0
A00007829,P007829,stop,1,2026-06-18 10:00:00,failed,0.0
A00007830,P007830,retry,1,2026-01-13 00:02:00,failed,0.0
A00007831,P007831,retry,1,2026-05-21 06:53:00,failed,0.0
A00007832,P007832,payment_link,1,2026-05-14 09:22:00,failed,0.0
A00007833,P007833,retry,1,2026-02-18 08:18:00,failed,0.0
A00007834,P007834,message,1,2026-04-13 06:24:00,failed,0.0
A00007835,P007835,payment_link,1,2026-06-21 22:51:00,success,4176.45
A00007836,P007836,stop,1,2026-06-29 20:50:00,failed,0.0
A00007837,P007837,escalate,1,2026-04-24 08:53:00,failed,0.0
A00007838,P007838,stop,1,2026-06-05 07:56:00,failed,0.0
A00007839,P007839,payment_link,1,2026-02-14 01:48:00,success,6952.27
A00007840,P007840,message,1,2026-05-03 19:33:00,failed,0.0
A00007841,P007841,message,1,2026-05-27 03:42:00,failed,0.0
A00007842,P007842,escalate,1,2026-04-25 00:51:00,failed,0.0
A00007843,P007843,escalate,1,2026-03-04 11:00:00,failed,0.0
A00007844,P007844,escalate,1,2026-04-09 12:48:00,failed,0.0
A00007845,P007845,retry,1,2026-01-25 00:04:00,failed,0.0
A00007846,P007846,stop,1,2026-02-22 16:21:00,failed,0.0
A00007847,P007847,retry,1,2026-05-05 03:56:00,failed,0.0
A00007848,P007848,message,1,2026-05-18 00:15:00,failed,0.0
A00007849,P007849,stop,1,2026-06-27 15:47:00,failed,0.0
A00007850,P007850,stop,1,2026-06-26 21:04:00,failed,0.0
A00007851,P007851,payment_link,1,2026-05-24 07:45:00,success,2116.82
A00007852,P007852,retry,1,2026-05-21 03:36:00,failed,0.0
A00007853,P007853,stop,1,2026-03-01 12:41:00,failed,0.0
A00007854,P007854,message,1,2026-04-10 09:40:00,failed,0.0
A00007855,P007855,escalate,1,2026-03-21 17:27:00,success,3360.19
A00007856,P007856,payment_link,1,2026-05-28 05:10:00,failed,0.0
A00007857,P007857,escalate,1,2026-04-16 06:48:00,failed,0.0
A00007858,P007858,payment_link,1,2026-05-26 22:41:00,failed,0.0
A00007859,P007859,escalate,1,2026-02-14 03:29:00,failed,0.0
A00007860,P007860,escalate,1,2026-05-24 20:07:00,success,2443.34
A00007861,P007861,retry,1,2026-02-01 06:51:00,failed,0.0
A00007862,P007862,escalate,1,2026-05-03 14:02:00,failed,0.0
A00007863,P007863,payment_link,1,2026-02-01 12:29:00,failed,0.0
A00007864,P007864,retry,1,2026-02-04 22:11:00,failed,0.0
A00007865,P007865,payment_link,1,2026-05-14 01:09:00,success,5088.0
A00007866,P007866,payment_link,1,2026-04-09 06:49:00,success,8480.44
A00007867,P007867,stop,1,2026-05-28 06:32:00,failed,0.0
A00007868,P007868,stop,1,2026-04-19 17:47:00,failed,0.0
A00007869,P007869,stop,1,2026-05-02 04:20:00,failed,0.0
A00007870,P007870,payment_link,1,2026-02-14 13:12:00,success,2540.52
A00007871,P007871,escalate,1,2026-02-13 22:19:00,success,41792.52
A00007872,P007872,retry,1,2026-06-05 06:44:00,success,2691.07
A00007873,P007873,message,1,2026-04-03 07:49:00,failed,0.0
A00007874,P007874,stop,1,2026-05-22 16:32:00,failed,0.0
A00007875,P007875,retry,1,2026-04-29 14:37:00,success,2167.65
A00007876,P007876,payment_link,1,2026-01-21 13:13:00,failed,0.0
A00007877,P007877,escalate,1,2026-05-02 14:12:00,success,4336.86
A00007878,P007878,escalate,1,2026-01-12 06:16:00,failed,0.0
A00007879,P007879,retry,1,2026-04-17 07:31:00,failed,0.0
A00007880,P007880,escalate,1,2026-02-22 03:26:00,failed,0.0
A00007881,P007881,message,1,2026-03-26 19:55:00,failed,0.0
A00007882,P007882,stop,1,2026-02-22 02:42:00,failed,0.0
A00007883,P007883,stop,1,2026-05-29 20:34:00,failed,0.0
A00007884,P007884,retry,1,2026-06-23 20:59:00,success,1110.02
A00007885,P007885,stop,1,2026-01-01 17:35:00,failed,0.0
A00007886,P007886,retry,1,2026-03-19 13:09:00,failed,0.0
A00007887,P007887,message,1,2026-06-14 02:04:00,failed,0.0
A00007888,P007888,message,1,2026-04-18 23:37:00,failed,0.0
A00007889,P007889,message,1,2026-03-22 10:26:00,success,2956.8
A00007890,P007890,message,1,2026-06-04 01:47:00,failed,0.0
A00007891,P007891,payment_link,1,2026-06-23 20:49:00,success,4235.67
A00007892,P007892,stop,1,2026-05-22 19:22:00,failed,0.0
A00007893,P007893,message,1,2026-02-24 17:11:00,failed,0.0
A00007894,P007894,escalate,1,2026-04-25 02:43:00,failed,0.0
A00007895,P007895,payment_link,1,2026-06-18 18:15:00,failed,0.0
A00007896,P007896,message,1,2026-06-30 00:19:00,failed,0.0
A00007897,P007897,message,1,2026-02-17 13:20:00,failed,0.0
A00007898,P007898,message,1,2026-06-29 16:17:00,failed,0.0
A00007899,P007899,message,1,2026-05-19 05:48:00,failed,0.0
A00007900,P007900,stop,1,2026-03-28 18:40:00,failed,0.0
A00007901,P007901,message,1,2026-05-20 07:36:00,success,34598.04
A00007902,P007902,stop,1,2026-04-15 09:04:00,failed,0.0
A00007903,P007903,message,1,2026-02-13 03:56:00,failed,0.0
A00007904,P007904,payment_link,1,2026-01-03 08:25:00,failed,0.0
A00007905,P007905,retry,1,2026-04-19 15:52:00,failed,0.0
A00007906,P007906,message,1,2026-04-05 07:57:00,failed,0.0
A00007907,P007907,retry,1,2026-01-27 12:03:00,failed,0.0
A00007908,P007908,payment_link,1,2026-04-20 22:57:00,failed,0.0
A00007909,P007909,message,1,2026-04-15 12:47:00,failed,0.0
A00007910,P007910,payment_link,1,2026-01-02 08:14:00,failed,0.0
A00007911,P007911,payment_link,1,2026-02-14 13:56:00,failed,0.0
A00007912,P007912,message,1,2026-04-04 14:45:00,failed,0.0
A00007913,P007913,stop,1,2026-04-07 01:01:00,failed,0.0
A00007914,P007914,escalate,1,2026-06-10 16:45:00,success,4675.12
A00007915,P007915,retry,1,2026-04-10 04:08:00,failed,0.0
A00007916,P007916,escalate,1,2026-04-04 17:47:00,failed,0.0
A00007917,P007917,payment_link,1,2026-03-18 17:26:00,failed,0.0
A00007918,P007918,stop,1,2026-02-28 05:53:00,failed,0.0
A00007919,P007919,escalate,1,2026-02-23 07:36:00,success,5069.68
A00007920,P007920,escalate,1,2026-06-01 13:10:00,failed,0.0
A00007921,P007921,stop,1,2026-03-05 12:32:00,success,3001.99
A00007922,P007922,stop,1,2026-03-07 13:52:00,success,7886.58
A00007923,P007923,stop,1,2026-05-26 03:44:00,success,4657.58
A00007924,P007924,stop,1,2026-05-27 02:35:00,failed,0.0
A00007925,P007925,payment_link,1,2026-04-10 22:14:00,success,4021.02
A00007926,P007926,escalate,1,2026-04-29 07:27:00,failed,0.0
A00007927,P007927,stop,1,2026-05-18 04:52:00,failed,0.0
A00007928,P007928,message,1,2026-05-18 08:47:00,failed,0.0
A00007929,P007929,message,1,2026-05-10 07:38:00,success,2237.1
A00007930,P007930,retry,1,2026-05-15 06:43:00,failed,0.0
A00007931,P007931,message,1,2026-02-24 23:43:00,failed,0.0
A00007932,P007932,retry,1,2026-03-02 03:10:00,failed,0.0
A00007933,P007933,payment_link,1,2026-02-01 13:41:00,failed,0.0
A00007934,P007934,payment_link,1,2026-02-15 11:08:00,success,2211.07
A00007935,P007935,payment_link,1,2026-05-26 11:53:00,failed,0.0
A00007936,P007936,payment_link,1,2026-05-18 22:47:00,failed,0.0
A00007937,P007937,message,1,2026-06-03 07:52:00,failed,0.0
A00007938,P007938,payment_link,1,2026-03-26 02:20:00,success,12335.94
A00007939,P007939,message,1,2026-05-03 03:07:00,failed,0.0
A00007940,P007940,message,1,2026-03-25 02:47:00,success,3060.79
A00007941,P007941,escalate,1,2026-04-08 23:34:00,failed,0.0
A00007942,P007942,stop,1,2026-03-03 18:57:00,failed,0.0
A00007943,P007943,retry,1,2026-02-13 10:37:00,success,1745.54
A00007944,P007944,stop,1,2026-04-21 19:17:00,failed,0.0
A00007945,P007945,retry,1,2026-04-02 12:57:00,failed,0.0
A00007946,P007946,payment_link,1,2026-01-06 03:29:00,success,28653.62
A00007947,P007947,stop,1,2026-06-25 23:38:00,failed,0.0
A00007948,P007948,retry,1,2026-02-05 16:31:00,failed,0.0
A00007949,P007949,retry,1,2026-02-06 19:38:00,success,3708.86
A00007950,P007950,message,1,2026-04-15 14:41:00,failed,0.0
A00007951,P007951,retry,1,2026-01-09 02:16:00,success,26889.36
A00007952,P007952,stop,1,2026-06-26 15:32:00,failed,0.0
A00007953,P007953,payment_link,1,2026-02-22 11:49:00,success,2155.18
A00007954,P007954,message,1,2026-04-26 23:11:00,failed,0.0
A00007955,P007955,payment_link,1,2026-06-05 09:55:00,failed,0.0
A00007956,P007956,payment_link,1,2026-02-16 14:18:00,success,1009.78
A00007957,P007957,payment_link,1,2026-06-30 00:01:00,success,4292.84
A00007958,P007958,retry,1,2026-02-26 08:15:00,failed,0.0
A00007959,P007959,stop,1,2026-04-20 06:28:00,failed,0.0
A00007960,P007960,stop,1,2026-04-05 10:10:00,failed,0.0
A00007961,P007961,escalate,1,2026-03-15 07:31:00,failed,0.0
A00007962,P007962,stop,1,2026-04-06 05:21:00,failed,0.0
A00007963,P007963,stop,1,2026-05-09 02:07:00,failed,0.0
A00007964,P007964,message,1,2026-06-17 06:59:00,success,2443.2
A00007965,P007965,retry,1,2026-05-02 18:23:00,success,3807.54
A00007966,P007966,message,1,2026-04-28 09:18:00,failed,0.0
A00007967,P007967,stop,1,2026-01-02 03:51:00,failed,0.0
A00007968,P007968,escalate,1,2026-03-19 12:19:00,failed,0.0
A00007969,P007969,escalate,1,2026-01-23 13:24:00,success,815.41
A00007970,P007970,escalate,1,2026-05-27 17:37:00,failed,0.0
A00007971,P007971,message,1,2026-04-20 09:53:00,success,23960.99
A00007972,P007972,stop,1,2026-04-07 16:18:00,success,5469.68
A00007973,P007973,retry,1,2026-01-25 07:59:00,success,1557.72
A00007974,P007974,message,1,2026-03-18 09:14:00,failed,0.0
A00007975,P007975,message,1,2026-03-28 12:55:00,failed,0.0
A00007976,P007976,message,1,2026-01-14 13:04:00,failed,0.0
A00007977,P007977,message,1,2026-06-08 16:04:00,failed,0.0
A00007978,P007978,payment_link,1,2026-06-21 01:15:00,failed,0.0
A00007979,P007979,retry,1,2026-02-24 23:58:00,failed,0.0
A00007980,P007980,escalate,1,2026-02-19 13:42:00,success,2462.98
A00007981,P007981,stop,1,2026-04-10 15:20:00,success,3510.6
A00007982,P007982,stop,1,2026-04-09 14:14:00,failed,0.0
A00007983,P007983,message,1,2026-03-18 17:18:00,failed,0.0
A00007984,P007984,stop,1,2026-05-29 07:02:00,failed,0.0
A00007985,P007985,retry,1,2026-06-27 05:23:00,success,3870.09
A00007986,P007986,stop,1,2026-01-14 09:41:00,failed,0.0
A00007987,P007987,payment_link,1,2026-05-01 22:41:00,success,1300.99
A00007988,P007988,message,1,2026-01-16 10:07:00,failed,0.0
A00007989,P007989,retry,1,2026-02-13 10:07:00,failed,0.0
A00007990,P007990,retry,1,2026-05-27 14:55:00,failed,0.0
A00007991,P007991,payment_link,1,2026-01-12 16:57:00,failed,0.0
A00007992,P007992,stop,1,2026-06-10 10:57:00,failed,0.0
A00007993,P007993,message,1,2026-01-07 07:50:00,success,3100.26
A00007994,P007994,payment_link,1,2026-06-19 22:40:00,failed,0.0
A00007995,P007995,message,1,2026-04-05 23:04:00,success,2283.38
A00007996,P007996,stop,1,2026-03-14 22:43:00,failed,0.0
A00007997,P007997,stop,1,2026-06-09 21:13:00,failed,0.0
A00007998,P007998,payment_link,1,2026-05-16 20:18:00,success,1443.6
A00007999,P007999,message,1,2026-02-17 23:24:00,failed,0.0
A00008000,P008000,message,1,2026-02-20 01:08:00,failed,0.0
A00008001,P008001,message,1,2026-04-15 00:46:00,failed,0.0
A00008002,P008002,retry,1,2026-06-07 16:20:00,failed,0.0
A00008003,P008003,retry,1,2026-02-08 01:15:00,failed,0.0
A00008004,P008004,message,1,2026-04-13 17:47:00,success,1028.52
A00008005,P008005,retry,1,2026-01-08 08:58:00,failed,0.0
A00008006,P008006,retry,1,2026-03-17 00:46:00,failed,0.0
A00008007,P008007,payment_link,1,2026-01-03 17:59:00,failed,0.0
A00008008,P008008,payment_link,1,2026-06-17 01:18:00,failed,0.0
A00008009,P008009,payment_link,1,2026-06-06 07:30:00,failed,0.0
A00008010,P008010,payment_link,1,2026-06-21 03:17:00,failed,0.0
A00008011,P008011,payment_link,1,2026-01-29 05:29:00,success,1544.34
A00008012,P008012,message,1,2026-02-02 07:33:00,failed,0.0
A00008013,P008013,message,1,2026-06-29 16:22:00,success,10942.71
A00008014,P008014,escalate,1,2026-01-17 04:29:00,success,215.61
A00008015,P008015,stop,1,2026-03-01 00:26:00,failed,0.0
A00008016,P008016,stop,1,2026-03-02 10:28:00,failed,0.0
A00008017,P008017,retry,1,2026-01-19 01:29:00,success,784.25
A00008018,P008018,payment_link,1,2026-02-13 11:48:00,success,7699.5
A00008019,P008019,stop,1,2026-01-28 05:19:00,success,1220.81
A00008020,P008020,escalate,1,2026-06-21 18:22:00,success,6707.29
A00008021,P008021,stop,1,2026-06-29 15:36:00,failed,0.0
A00008022,P008022,message,1,2026-01-06 02:57:00,success,3711.11
A00008023,P008023,escalate,1,2026-06-15 14:45:00,failed,0.0
A00008024,P008024,payment_link,1,2026-05-15 17:08:00,success,4259.85
A00008025,P008025,stop,1,2026-04-11 16:20:00,failed,0.0
A00008026,P008026,retry,1,2026-01-31 02:57:00,success,4207.67
A00008027,P008027,stop,1,2026-06-09 09:00:00,failed,0.0
A00008028,P008028,stop,1,2026-04-11 13:05:00,failed,0.0
A00008029,P008029,retry,1,2026-01-25 03:31:00,success,4353.13
A00008030,P008030,escalate,1,2026-01-04 11:24:00,failed,0.0
A00008031,P008031,stop,1,2026-06-13 08:02:00,failed,0.0
A00008032,P008032,stop,1,2026-06-04 16:04:00,failed,0.0
A00008033,P008033,payment_link,1,2026-05-28 13:44:00,failed,0.0
A00008034,P008034,message,1,2026-04-06 17:38:00,success,3614.32
A00008035,P008035,payment_link,1,2026-01-12 13:01:00,failed,0.0
A00008036,P008036,message,1,2026-05-05 15:37:00,failed,0.0
A00008037,P008037,retry,1,2026-04-01 10:49:00,failed,0.0
A00008038,P008038,retry,1,2026-01-26 23:44:00,failed,0.0
A00008039,P008039,retry,1,2026-06-14 03:48:00,failed,0.0
A00008040,P008040,stop,1,2026-04-28 14:50:00,success,3161.74
A00008041,P008041,payment_link,1,2026-01-21 19:52:00,success,5601.61
A00008042,P008042,escalate,1,2026-02-02 10:28:00,failed,0.0
A00008043,P008043,stop,1,2026-05-20 08:09:00,failed,0.0
A00008044,P008044,retry,1,2026-05-16 09:33:00,success,2707.9
A00008045,P008045,message,1,2026-06-05 21:19:00,failed,0.0
A00008046,P008046,stop,1,2026-02-18 06:01:00,failed,0.0
A00008047,P008047,payment_link,1,2026-01-11 02:49:00,failed,0.0
A00008048,P008048,payment_link,1,2026-05-18 09:43:00,success,4146.73
A00008049,P008049,escalate,1,2026-06-05 01:38:00,success,28185.15
A00008050,P008050,escalate,1,2026-04-13 03:53:00,success,3038.88
A00008051,P008051,stop,1,2026-03-01 13:13:00,failed,0.0
