customer_id,customer_ltv,total_successful_payments,total_failed_payments,average_payment_amount,preferred_payment_method
C02017,36247.525226300204,8,1,3830.094239883855,UPI
C02018,19217.709337659573,5,9,1327.614549184907,UPI
C02019,18318.513166229754,3,4,3991.7516744848394,UPI
C02020,25885.665087646874,8,3,2039.1989608876806,NetBanking
C02021,14717.68845996327,5,3,3301.3445528827842,Card
C02022,63586.7728527267,23,0,3904.7594356630775,UPI
C02023,8682.628754771858,5,4,1877.567931547295,UPI
C02024,76701.37277252675,11,1,5251.850548008318,NetBanking
C02025,22777.15433069878,9,3,3877.8833566736607,Card
C02026,59707.03560882554,19,2,3397.651761363608,Card
C02027,27264.7322672384,3,4,2665.025248461501,UPI
C02028,68617.86540884718,10,2,5643.270653475205,NetBanking
C02029,29631.814607074204,12,0,5075.291823429498,UPI
C02030,12314.146447300012,2,4,1062.1739830238396,UPI
C02031,72353.74720003796,18,0,1516.95528103605,Card
C02032,31664.753201391824,12,1,4267.719201108279,UPI
C02033,25760.339227614648,6,4,2794.673836223982,UPI
C02034,14475.358666932532,7,2,2105.325168369493,Card
C02035,41003.89886602864,17,1,2219.4303803325683,Card
C02036,120022.78280774869,20,1,12991.95879841084,Card
C02037,20173.496407305225,3,2,906.6484573644394,UPI
C02038,37254.48990381928,6,3,2637.970024484912,UPI
C02039,34963.6581777591,7,2,2160.67956840881,Card
C02040,32119.813880449103,10,1,2831.601312859536,Card
C02041,59656.75130510186,14,1,2133.2758992781883,Card
C02042,78437.3293477835,16,1,5681.620666298321,UPI
C02043,84141.38156605064,13,0,5272.130536281375,UPI
C02044,43753.640235978455,20,1,4955.081577688437,UPI
C02045,18578.01164103787,3,3,2948.7348919248952,Card
C02046,27130.480032424155,6,3,812.140071059222,Card
C02047,25629.536970816145,5,1,2199.9770681747837,UPI
C02048,80109.61302358362,18,1,4375.181236556124,Card
C02049,14026.550275545287,2,6,2970.5949275553603,Card
C02050,63244.19898353385,15,1,3498.474511842479,NetBanking
C02051,19811.126997398584,10,1,3272.891717359632,Card
C02052,37791.878357176225,5,3,2337.176399624085,Card
C02053,53204.07384479701,24,0,2697.416223594097,Card
C02054,76954.36222475301,24,0,2071.841745482134,Card
C02055,36933.735503187345,8,3,705.5220209067663,Card
C02056,10900.824827354008,10,1,2306.467910473395,Card
C02057,14548.414450795288,6,2,2506.892245731653,UPI
C02058,117822.77081966748,21,2,11042.5574227911,Card
C02059,17335.252181328724,9,2,2097.387911883832,UPI
C02060,15556.685218711375,6,7,2564.1870444332894,Card
C02061,25287.661361415612,7,4,3661.510305588504,Card
C02062,77740.39787670827,9,2,5617.688173551955,Card
C02063,28236.86303726823,9,4,3762.348704532531,UPI
C02064,80159.85557038631,11,2,3548.556477102135,NetBanking
C02065,19979.245343478393,7,4,1993.2897436856506,Card
C02066,26387.404066000945,24,0,5196.108878073507,UPI
C02067,40543.58829649968,17,1,4146.558037827115,Card
C02068,8259.982219036097,3,4,1825.8452024701758,NetBanking
C02069,15951.100765641946,6,3,3396.2135486264374,UPI
C02070,71409.50453568631,12,0,3114.2502400771573,UPI
C02071,22882.730310402338,7,1,2332.978340666693,Card
C02072,34611.90030346114,8,4,1494.6727788566334,UPI
C02073,63508.73187475602,11,2,4432.117010220531,Card
C02074,26256.850983193748,7,2,3054.2818273532557,Card
C02075,31711.18398199687,11,1,2425.592720906091,Card
C02076,82273.6859864846,9,1,1460.448690649839,Card
C02077,85334.8033074694,20,0,1825.8665620662437,UPI
C02078,30113.2065213287,7,1,3005.92133246654,UPI
C02079,15134.091591014614,4,2,1309.359669632169,UPI
C02080,24901.975065926224,8,4,973.8347081251134,UPI
C02081,45713.507544158085,22,0,1539.1594701197378,Card
C02082,6744.482041157229,4,4,861.5881205304977,Card
C02083,74834.72268138679,21,2,1912.020875616995,UPI
C02084,35575.11960338215,8,2,2067.542597168227,NetBanking
C02085,31129.538656176985,6,2,2506.402061201659,UPI
C02086,34684.597238651535,18,1,4444.1561842942465,UPI
C02087,82775.48984326175,12,0,4920.102920676109,UPI
C02088,29063.287485123892,24,0,3437.905176236025,Card
C02089,57528.30633582898,24,0,5299.170512931746,UPI
C02090,10484.076145145704,3,3,2440.761907406554,UPI
C02091,67711.41392076961,17,0,4384.541250605585,UPI
C02092,29704.468637539474,22,2,4746.699578718298,Card
C02093,18420.33606517191,3,1,3872.4372769213996,UPI
C02094,16284.614069053698,3,4,2619.341759575238,UPI
C02095,13673.245036691587,1,6,960.7109116705435,UPI
C02096,20752.71739060703,10,3,2287.3455813156716,UPI
C02097,78077.11761018581,24,0,1562.9056823867845,UPI
C02098,112821.81318125202,16,0,27083.848385455047,UPI
C02099,82697.73790487871,18,1,5555.296607273322,Card
C02100,61706.3344056586,24,0,5394.330639105564,Card
C02101,38779.422972928536,10,1,876.4227115272822,UPI
C02102,52037.694351083104,22,1,5434.186990120913,UPI
C02103,33441.158207869434,13,1,1683.7435762491373,UPI
C02104,38742.53942071517,4,2,3964.5329425959253,Card
C02105,82301.7438182735,16,1,4756.448156178238,UPI
C02106,28847.591574763228,11,3,1858.2569869293688,UPI
C02107,56245.824201674885,19,2,3102.1743440621776,UPI
C02108,222614.35157506508,12,1,28185.832766303953,Card
C02109,40783.9305589663,16,1,1797.319348479184,Card
C02110,10052.154218991887,4,2,1625.007779173215,Card
C02111,10549.521080052262,6,3,2876.4885894143163,Card
C02112,7173.690729181575,4,7,977.8896185565732,UPI
C02113,15780.902673392788,6,2,1848.4268110362736,UPI
C02114,22932.054260757435,3,4,1122.5502034583676,UPI
C02115,135110.1128464656,11,3,19383.381611552504,NetBanking
C02116,13154.886751452066,3,5,2245.8144111910715,NetBanking
C02117,31963.9386680307,8,1,2736.1463428086176,UPI
C02118,66366.22914637555,10,1,2024.7077790722396,UPI
C02119,33942.772262533086,10,2,1488.1395327518721,UPI
C02120,39114.73871754388,9,3,2870.584936304469,UPI
C02121,73093.06578037515,23,1,3282.432577950661,UPI
C02122,34618.41168154856,11,1,2191.0779151078395,Card
C02123,31718.92007694157,24,0,2331.4308702138105,UPI
C02124,184088.8557138337,13,3,29581.235830840196,UPI
C02125,15690.154749644083,6,3,1578.9784623986434,UPI
C02126,59199.4012759887,20,0,1730.8751140920754,UPI
C02127,35526.845751968765,11,1,3331.155477278638,Card
C02128,47042.5340890769,14,2,2833.767403986304,UPI
C02129,13090.944228173923,2,4,1772.825513481724,UPI
C02130,11949.055403625398,4,4,3979.0333303421958,UPI
C02131,19036.58247375419,6,1,1131.3737871373355,Card
C02132,86662.20033431123,15,1,2595.8465213232726,Card
C02133,13787.548426035562,10,1,715.3435160274281,UPI
C02134,89532.76142477427,13,1,2058.332295474182,UPI
C02135,48296.685205059075,24,0,4601.816005485465,Card
C02136,36879.6255010258,6,3,3427.6742374843207,UPI
C02137,39051.079023331105,20,2,5534.147950092531,Card
C02138,69125.77385411374,15,1,2916.8779205840456,NetBanking
C02139,32819.65218466136,8,2,2166.018425573251,UPI
C02140,44251.4631424617,22,0,3987.582574042819,UPI
C02141,187667.08064856048,10,0,21600.072067336456,UPI
C02142,28634.675522423368,8,2,1813.4027130680724,UPI
C02143,58056.75409915351,16,0,3841.6883237021834,Card
C02144,36203.82212990054,7,4,2722.644486372068,UPI
C02145,12383.776803598646,8,4,2414.110327722302,UPI
C02146,14145.401786775828,8,2,3344.5430844836396,Card
C02147,70800.15295810398,19,2,3706.9804412025687,Card
C02148,30466.913285435046,8,2,2589.752430900101,UPI
C02149,38274.83569207124,7,2,1536.9060089600139,Card
C02150,51184.93365466499,20,2,4463.742257014188,Card
C02151,38798.773543168856,13,1,4142.813143691285,UPI
C02152,84861.79626995492,13,3,15122.604637392486,Card
C02153,21898.44296383114,4,3,2708.7975878982224,UPI
C02154,58192.29347932604,14,0,4833.201783342085,UPI
C02155,68332.53505624896,21,2,3095.3625618287456,UPI
C02156,17594.8552086572,5,1,2388.3643137777035,UPI
C02157,26748.29154456764,4,2,1062.3899782525011,UPI
C02158,9773.587179273438,8,1,1477.5908658497174,NetBanking
C02159,16248.086743308431,6,8,849.6484957696799,Card
C02160,19058.01382785458,8,1,719.4961200963045,NetBanking
C02161,11085.080887780903,2,7,2159.5953780437967,Card
C02162,36798.01952335483,7,1,2388.9435474005913,NetBanking
C02163,44806.946127472664,23,1,2188.6495475543816,UPI
C02164,80964.10735883172,22,2,2059.6914664836686,NetBanking
C02165,9915.008696172627,6,1,2263.5792326792516,NetBanking
C02166,27334.390781501697,24,0,1236.1644320300288,UPI
C02167,26957.00500861584,21,2,1791.054564548116,UPI
C02168,25403.91061160161,10,4,3932.52539534755,UPI
C02169,182558.33626001084,15,1,8339.433323526866,UPI
C02170,8105.1914021049215,3,1,1921.9057774392918,Card
C02171,10918.531772058845,10,2,2008.6701875439062,NetBanking
C02172,32528.069849050327,9,2,3346.0200602484656,UPI
C02173,9581.850435132757,1,7,2749.263342638594,UPI
C02174,208072.7607518124,21,0,21202.249297332066,Card
C02175,33806.59794185637,4,4,2540.6077380533116,UPI
C02176,9679.959655625717,11,1,3585.391054414316,NetBanking
C02177,39726.98262364727,3,3,2903.2117377395375,Card
C02178,65167.189125826546,20,0,1296.4199249614412,UPI
C02179,85996.491382686,15,0,1163.3557836633554,UPI
C02180,37029.054807615736,8,3,3312.0311090489668,Card
C02181,31303.18483938403,6,1,2354.1851202849452,UPI
C02182,8019.040718247479,5,8,1958.1198105881388,UPI
C02183,16856.199544807656,2,5,676.1937822192367,Card
C02184,74236.97374733331,22,0,5921.833092590172,NetBanking
C02185,70690.43404110956,14,0,13624.10606629195,UPI
C02186,17600.308435888408,5,6,515.9430324982352,UPI
C02187,30359.27777029424,5,3,3796.020678802186,Card
C02188,11566.115296636613,4,6,2344.0978633402674,UPI
C02189,24638.33998119566,8,4,2152.7161590629335,UPI
C02190,76790.33715484111,13,0,3739.2183562158807,Card
C02191,23278.684513375927,7,4,1083.1587358824986,Card
C02192,14299.633116217992,9,3,2478.4548468992225,UPI
C02193,63357.15761308147,19,2,5911.491979684616,NetBanking
C02194,74066.13464711883,18,1,4437.334613281493,UPI
C02195,13312.472216281183,9,3,1052.978102534802,Card
C02196,11471.582587555502,10,3,3929.926739155418,Card
C02197,51006.90536122901,20,2,4928.852146285102,UPI
C02198,237976.22567260396,18,0,13698.523003139315,Card
C02199,18783.764787606902,7,3,1707.3865667752632,Card
C02200,20773.166989788642,7,1,2238.810071784778,UPI
C02201,22495.446215929718,11,2,990.4403256587043,UPI
C02202,101545.16569524637,17,0,17184.303458877803,Card
C02203,68210.90501523661,14,1,1169.768848514173,Card
C02204,38531.98707790757,6,2,1565.9795747243338,Card
C02205,19456.423557107464,6,1,1844.3064632223136,NetBanking
C02206,12144.714514460791,3,2,2221.084057806387,UPI
C02207,37421.661146299346,19,0,5233.434809341616,NetBanking
C02208,37870.478240507655,11,4,2822.023155578657,Card
C02209,24297.98196613131,8,2,2377.1539006258736,UPI
C02210,6471.177936243348,5,3,2869.117209792001,UPI
C02211,20461.913578805164,6,3,1663.7559307694169,NetBanking
C02212,62754.67066802073,10,1,3965.423196258177,UPI
C02213,6570.756012326426,4,3,2855.3508450314116,Card
C02214,74008.58895466203,16,0,1424.8589403388048,Card
C02215,35865.897582556,11,1,1783.0400137915167,UPI
C02216,17245.579512945755,3,9,2233.2114241249874,UPI
C02217,24360.625747643677,11,2,3432.3893747524253,UPI
C02218,15663.516962967695,3,1,3147.3697435371696,UPI
C02219,84738.57521878323,8,2,1349.0398441959214,UPI
C02220,6689.131860102905,6,4,1977.1625322734294,UPI
C02221,11489.994886741479,6,4,720.7946471437227,UPI
C02222,84998.02364309007,20,2,2299.0902576816616,NetBanking
C02223,26748.393084025112,12,2,2301.9876087775574,Card
C02224,29878.632455843363,7,4,950.814059263331,UPI
C02225,85362.19078547097,18,2,4372.3197558290285,Card
C02226,50912.477519794076,11,0,3167.0056557784987,UPI
C02227,46709.3212833367,8,0,3729.7157470804827,Card
C02228,17657.14175209544,1,6,987.3112488793222,UPI
C02229,22761.448872748013,8,2,3939.0566825399205,UPI
C02230,15759.518480473374,8,3,2284.5969960219236,UPI
C02231,31215.253927916372,9,2,2119.7126266487003,Card
C02232,11860.179751999109,6,3,2029.344259381951,Card
C02233,8281.163684316823,5,4,1139.8569566614729,UPI
C02234,74273.24874363898,13,0,1205.7958259506636,Card
C02235,18897.21163334004,3,5,2062.752664975181,UPI
C02236,3719.2926124049154,4,4,2282.0131083314236,Card
C02237,78084.88351920173,10,1,1076.2796915266501,Card
C02238,26657.865263738848,10,1,3826.3098569583526,Card
C02239,36388.04671578473,24,0,5819.794635185652,UPI
C02240,53779.57508862486,15,2,1897.2626681296242,UPI
C02241,19484.867824718734,4,4,2914.3166220578955,NetBanking
C02242,6605.319045014139,2,6,669.7058136506243,UPI
C02243,27233.901892407583,12,1,4191.3681442687275,UPI
C02244,20253.63434750791,9,1,2324.145862621691,Card
C02245,14266.623290979705,7,2,2613.6711814231808,NetBanking
C02246,25358.807861351946,14,1,1385.24034154249,UPI
C02247,57612.890794719075,9,1,1938.8311026852393,Card
C02248,79230.80974354545,11,2,18115.851449294678,UPI
C02249,69945.91428979882,10,1,1167.0895485398637,UPI
C02250,23667.901539060054,6,1,3292.841869554252,Card
C02251,162581.3859918121,10,3,14013.691105053033,UPI
C02252,6937.945272598123,3,8,1353.8622333683138,UPI
C02253,15506.465834546927,6,7,1293.6190632583282,UPI
C02254,18393.7976484494,6,4,1221.8217440310414,UPI
C02255,36758.51612948219,9,1,1202.2318247779726,Card
C02256,47164.262411366144,11,2,4829.239592837443,UPI
C02257,71201.86152679381,22,2,5840.908908759618,UPI
C02258,9737.598991637704,10,2,2456.6852536780825,UPI
C02259,81169.84982213881,18,1,5186.771770889946,Card
C02260,64014.98847026314,16,0,3957.014164850042,Card
C02261,24047.51565562037,8,2,2327.8514920063517,NetBanking
C02262,115374.8525664871,8,0,10073.379923404953,NetBanking
C02263,35877.189051694484,5,3,2484.8482141605673,Card
C02264,31326.692647696553,22,0,1944.685124808725,UPI
C02265,89719.22030833393,22,1,3476.923524002776,UPI
C02266,37115.33742020247,3,2,2719.431422642337,NetBanking
C02267,7311.227492645311,6,3,1168.358501008704,UPI
C02268,22879.343705302665,10,4,3581.602281827594,Card
C02269,10360.970469713206,2,6,2845.982213738072,NetBanking
C02270,74388.64244612763,15,2,1285.8595612330105,Card
C02271,4755.648769759431,2,3,1023.5710572575377,Card
C02272,22451.82798059506,7,1,1999.5635487616867,UPI
C02273,66101.7561379711,22,2,5816.594544769185,Card
C02274,39105.999951397185,3,3,1686.8702143687037,NetBanking
C02275,22374.626046093683,10,4,1887.060791353042,UPI
C02276,70420.62505799199,20,0,4631.9761033559535,UPI
C02277,73392.62289946848,24,2,3515.9074763606222,UPI
C02278,34862.981737134505,9,4,946.2146108689062,UPI
C02279,11332.640105562697,3,5,2153.1934482572174,UPI
C02280,79906.24957946813,20,1,4895.179025695086,UPI
C02281,148170.14348748376,11,0,12444.378310095582,UPI
C02282,20009.754730863275,3,3,3481.824892889028,Card
C02283,11707.040174208014,7,1,1288.765296493983,UPI
C02284,87275.20581315989,21,0,4860.667561370569,UPI
C02285,36210.70386941172,8,2,3784.369229711974,Card
C02286,56057.71484345472,9,1,5735.434896470762,Card
C02287,25716.83814355865,10,2,3015.2394479361183,NetBanking
C02288,13675.847511827042,2,4,1604.875812318028,UPI
C02289,63991.23303807581,9,0,4407.902252407957,Card
C02290,6611.680248184966,6,9,1546.7397992104184,UPI
C02291,6170.422836520798,1,3,860.1508099214623,NetBanking
C02292,43136.70307355935,21,2,5174.563873107606,Card
C02293,19750.48553920634,9,3,3250.103578278832,Card
C02294,50129.91719695593,22,0,3716.7891600689554,UPI
C02295,23129.73394790067,5,1,2378.1593101408757,Card
C02296,74835.39659655889,16,0,3571.584298426085,UPI
C02297,41955.15677689435,13,1,3385.1830991772918,UPI
C02298,156524.89342435874,8,2,18458.964987151274,UPI
C02299,50115.42459018116,19,0,5365.329038427168,Card
C02300,33978.68961333984,15,1,3086.75247580639,UPI
C02301,12008.854014590725,7,3,1497.950762910837,UPI
C02302,14969.33051115739,9,2,1569.7831969478043,Card
C02303,13180.775292491158,5,2,2370.155016010326,Card
C02304,54072.20583318532,15,0,1374.5591678292622,Card
C02305,19931.84940878966,8,2,2046.0079175602546,Card
C02306,5574.082566187342,4,8,791.0520921330245,UPI
C02307,12036.413239716505,2,6,1701.8697023002128,Card
C02308,35729.617439438574,14,1,3277.309475760601,UPI
C02309,37308.52719548851,6,4,721.370048284101,UPI
C02310,45541.67252238303,16,2,3155.873289444039,UPI
C02311,27755.407433146054,3,1,3045.721584171142,UPI
C02312,76988.13677773644,16,1,4008.7275965333456,UPI
C02313,46187.8115850151,17,2,3455.778662299663,Card
C02314,11528.65483984879,5,4,3863.589197299924,Card
C02315,17820.759305471147,9,3,3799.1597694952998,UPI
C02316,44662.8418541009,14,2,2510.4655738596052,UPI
C02317,80475.47300432328,17,1,5414.302933685756,UPI
C02318,55013.1864917319,16,2,5814.467371493779,Card
C02319,60010.89539790934,18,2,1239.1424603828252,UPI
C02320,20344.393464176268,3,1,3305.1528464086914,UPI
C02321,69033.66789539307,17,0,2347.8497692710885,UPI
C02322,37011.64819645618,11,0,3138.4793917530546,Card
C02323,24874.843859643795,11,2,3002.1542962330245,UPI
C02324,33456.89732548357,9,1,3792.2044033258144,UPI
C02325,43621.98029130357,24,1,1189.7344658772026,NetBanking
C02326,37376.57499152431,15,0,3906.3090906600814,UPI
C02327,8710.66508534577,4,2,2146.16769337176,Card
C02328,18991.031203097962,7,2,2224.136212141755,UPI
C02329,31698.880154594168,9,1,793.5614795256065,Card
C02330,14924.205612508704,11,3,3037.735857737451,UPI
C02331,9832.560748648046,5,6,1025.5072253001283,Card
C02332,75069.89027952483,12,1,4604.4245964690435,UPI
C02333,59485.68680380571,14,0,4205.61216369789,Card
C02334,29823.205818908504,8,0,4585.928906708941,UPI
C02335,7069.043316531442,1,5,2382.7421685134327,UPI
C02336,46639.15841300503,13,2,5196.83701194375,Card
C02337,13091.601749791611,9,4,2524.6975032075197,Card
C02338,74475.60492588763,11,1,4675.714774074848,UPI
C02339,8294.13900251641,10,4,1143.8244746227856,UPI
C02340,41259.79512867165,13,2,4548.33494502318,Card
C02341,16225.054575672759,3,6,2547.81088257107,UPI
C02342,62801.023658415,14,2,5782.981297205363,UPI
C02343,37356.58845279585,5,3,2307.8043080459397,UPI
C02344,88185.22035248033,10,1,4560.7895284029255,UPI
C02345,28176.66055841374,9,1,1837.5634992347755,Card
C02346,63440.144519003145,20,0,5006.890974108135,UPI
C02347,105055.12223435043,10,2,9411.383789585534,UPI
C02348,5052.245169816506,6,4,2925.8686384965035,UPI
C02349,87154.37659942302,21,2,4534.339062725434,UPI
C02350,71553.16749195202,15,1,3270.5627915284495,UPI
C02351,10033.715842081085,4,8,1650.4788449080709,UPI
C02352,12288.50670654133,4,7,612.2477673864053,UPI
C02353,218497.28779836526,20,1,10062.77001951372,NetBanking
C02354,50769.248091490466,21,2,5916.874335860818,Card
C02355,37608.388858920705,9,2,3610.975441752498,Card
C02356,19933.683876899115,3,8,2213.999256838235,UPI
C02357,31973.184658906393,9,4,717.9318193462158,UPI
C02358,18515.619683314053,4,9,2032.717148043577,UPI
C02359,83035.67943478582,17,0,3121.5464694887896,UPI
C02360,88939.79753124662,20,2,1324.5515685358353,UPI
C02361,34509.28997498615,10,4,3199.371790703415,UPI
C02362,5760.064075467067,1,7,2492.208513589969,UPI
C02363,54441.00753485352,15,0,5837.200305892413,UPI
C02364,75665.96657923612,18,1,5007.740370643873,Card
C02365,78507.0185049134,21,0,4376.31598610664,NetBanking
C02366,181111.5061848336,19,0,8521.778573297091,UPI
C02367,11254.04620830216,5,3,2741.738784749809,UPI
C02368,62524.641817452044,9,0,4366.04913615175,NetBanking
C02369,32567.782681785582,19,2,4992.17520506963,NetBanking
C02370,43253.79669664374,9,0,1287.387626776262,UPI
C02371,10018.86848591308,4,5,2427.996472549221,Card
C02372,22143.37371941233,3,4,1613.282475809976,UPI
C02373,54785.959591639315,12,2,4969.04929000383,Card
C02374,80211.18704567812,20,1,3590.9219873528177,UPI
C02375,89559.54378682215,22,0,5396.323649406168,UPI
C02376,17953.27367121852,2,6,666.2253543688669,Card
C02377,78662.80758884003,24,2,5875.207291733816,UPI
C02378,16369.518391554451,4,3,3276.448911853899,UPI
C02379,26023.148293555987,7,1,2838.8711507926982,Card
C02380,40431.38080754821,15,0,4504.450238978758,Card
C02381,21733.80899446702,9,4,3928.0591884939836,Card
C02382,205003.07485035315,14,3,15444.196199778617,UPI
C02383,56213.55816458524,15,2,4624.078294220284,Card
C02384,8782.061817519125,10,1,1271.953450134124,UPI
C02385,16758.470844224605,3,3,3535.551817074598,UPI
C02386,16190.49098817533,2,4,669.2294291891296,Card
C02387,21938.04502540859,9,4,1059.4218711443552,UPI
C02388,15958.030608151841,8,1,1621.5899013930675,UPI
C02389,51947.63031314611,11,2,1634.4722625320398,UPI
C02390,106696.5477695977,21,0,9417.556904179315,UPI
C02391,72586.8912647594,15,0,11561.17017673942,UPI
C02392,13632.638417636734,7,4,734.3218346914834,UPI
C02393,18866.514486113963,1,3,2210.51192192927,UPI
C02394,78345.25469807701,10,1,2079.8823540783796,Card
C02395,85023.01817812808,9,2,3282.4352222257494,UPI
C02396,28222.386627162432,4,3,1225.3640038056783,NetBanking
C02397,26597.026176104264,8,0,2407.1525163630126,UPI
C02398,19311.56264158214,1,7,2119.628140226057,Card
C02399,18476.91067118088,7,4,1644.1330034499356,UPI
C02400,12207.769411861766,8,1,2176.8310700306806,UPI
C02401,74039.40928751079,23,2,2293.8521968193318,Card
C02402,72762.1171441811,17,0,3395.042310043982,UPI
C02403,48866.80947691348,10,1,3991.8263203973916,UPI
C02404,204279.3037906738,16,2,26531.19843685527,Card
C02405,18958.053047884583,6,1,2589.0410134027798,UPI
C02406,37173.95497750897,22,1,3376.5837217618628,UPI
C02407,82781.96340430659,16,1,3399.246293566596,Card
C02408,15695.881953229316,11,2,3732.0344744316453,UPI
C02409,18679.36834041764,2,9,1654.0597650437287,UPI
C02410,37740.74587730658,9,2,2278.7157912374796,UPI
C02411,49121.19592028443,20,1,1433.0749415807577,UPI
C02412,9989.120711707554,9,3,1138.5116099858728,Card
C02413,17997.907610890157,9,1,801.8146432419452,Card
C02414,59751.51310137789,12,2,1217.509612771402,NetBanking
C02415,26287.092814118347,4,2,3511.3589172377415,UPI
C02416,36077.89862478582,3,2,3050.008490255223,UPI
C02417,12021.885347676764,4,9,717.7267951369097,UPI
C02418,12057.890035227409,10,2,2573.0066706969938,Card
C02419,15165.9803345631,4,4,3032.5582962735743,Card
C02420,70986.64219428714,10,1,1743.9080196804302,UPI
C02421,65216.41634914113,18,2,4529.073144950881,UPI
C02422,57023.55615740939,16,0,4735.320850206412,UPI
C02423,59918.85039080493,11,2,4564.949320459356,Card
C02424,7549.455524622041,3,8,2959.9915874381145,UPI
C02425,21111.141577565308,6,3,2338.0898761297794,Card
C02426,211804.63237307296,20,0,10929.268120122897,UPI
C02427,30529.148738777385,6,2,3931.5748389195583,UPI
C02428,77142.64209395772,24,1,5104.548467970355,UPI
C02429,9449.525825854718,5,3,2122.4684696821146,UPI
C02430,42812.37179631042,16,0,3014.8299965983856,Card
C02431,37331.092139412576,16,0,4328.979541657515,UPI
C02432,63828.871204951,10,1,3840.688201467776,UPI
C02433,56946.24466384887,8,2,3159.1383847721777,Card
C02434,116092.52358813095,21,3,22457.80328328615,UPI
C02435,33815.58670740991,10,3,1471.2220882353615,UPI
C02436,17300.058489568066,9,2,2344.3148294708717,NetBanking
C02437,8275.18851588549,5,7,2204.345227699457,UPI
C02438,45324.236016484356,20,1,1010.018695037014,UPI
C02439,20942.07940071699,7,4,1959.052437346963,Card
C02440,47233.82600151691,9,1,3210.6919970986237,UPI
C02441,9471.645020775064,9,2,1646.66286400724,Card
C02442,30001.587606753892,4,1,1262.4107911154204,UPI
C02443,39181.25305235197,5,4,2308.4966250942443,UPI
C02444,34406.55647550436,10,2,2023.9236573101198,UPI
C02445,17816.126941615785,8,2,858.9143766980228,Card
C02446,83818.37027074047,10,0,2921.3354636035365,Card
C02447,129787.22510201849,17,3,26791.461598590045,UPI
C02448,205291.06823648443,12,1,15115.453684815971,Card
C02449,51823.5014692662,22,1,1189.8202696678818,UPI
C02450,29141.118248776882,8,4,3350.5380718546808,Card
C02451,77362.44531043724,18,1,3627.070909403707,UPI
C02452,60288.628885484104,19,1,4049.5167574476563,UPI
C02453,4160.51813156883,2,6,2317.441789215124,UPI
C02454,14529.73530033259,4,3,1623.541987131554,NetBanking
C02455,11870.832812819364,5,6,1701.1012080234118,Card
C02456,17139.921398182825,4,6,985.0979101186712,UPI
C02457,45836.51484825967,12,1,2052.4278865725873,Card
C02458,20973.75783772122,6,2,2814.053568336631,UPI
C02459,17051.692546329927,5,4,2463.754924020816,UPI
C02460,62783.55454046633,14,1,3788.3632737989687,UPI
C02461,88355.41425261859,10,1,5414.856420776163,UPI
C02462,60545.53132655123,14,2,3977.739953087324,Card
C02463,13681.81572141478,5,3,2668.308266025308,UPI
C02464,12727.193138332432,5,2,3704.016983571419,UPI
C02465,20260.2858314915,9,2,876.0760757991616,UPI
C02466,34850.54442857258,10,4,3382.1700603256963,Card
C02467,12076.647256254742,4,5,1774.5154016171737,NetBanking
C02468,78903.95610994787,20,2,5732.306943350307,Card
C02469,14851.694365580488,2,5,1430.3696661735758,UPI
C02470,38054.26709307014,20,1,4347.185970957734,NetBanking
C02471,35503.49758051912,7,3,2628.8833367514508,Card
C02472,46525.519972320515,19,0,3264.634245796415,Card
C02473,91327.14717534298,16,1,29091.54458482054,UPI
C02474,115511.75394994937,14,0,12264.748259133594,Card
C02475,8131.98683683871,9,3,2778.654648992335,UPI
C02476,35668.77354672256,6,3,1800.484794067384,Card
C02477,70971.9120262375,15,2,4820.098812168694,UPI
C02478,144344.88045092562,18,2,23120.358260349036,Card
C02479,36348.022485607085,9,2,1666.6917774054782,UPI
C02480,230056.67133985143,11,3,14204.355459727794,UPI
C02481,4765.121491937036,2,5,2901.317825973231,UPI
C02482,58274.63889097259,22,1,1740.0221539533818,UPI
C02483,76324.52318879397,22,0,1691.9361303823523,UPI
C02484,36411.05824112045,11,3,1617.1784475724864,UPI
C02485,112427.29132756949,19,3,8545.58997008105,UPI
C02486,20135.716367848436,7,3,1255.2143135515757,Card
C02487,41417.17185145091,24,1,4919.085305700182,Card
C02488,122789.54535687373,14,0,8590.14052956821,Card
C02489,86224.01045615104,22,0,1933.9991868740099,NetBanking
C02490,116297.7567117752,20,1,11267.687031919471,Card
C02491,17217.779282719835,2,4,1724.0056025670563,UPI
C02492,65164.953443306265,22,0,3873.9769759965643,UPI
C02493,59059.676261093526,19,0,2577.506232601497,Card
C02494,53562.79740374332,20,1,5094.250189350517,Card
C02495,13366.484198954398,4,7,1956.1139402485944,UPI
C02496,42151.30983615229,22,1,5793.543613554567,Card
C02497,65442.67962567412,18,1,4181.600342747093,UPI
C02498,48700.221152286016,19,0,3840.9173813894286,Card
C02499,36812.72980135135,17,1,3604.917486795449,UPI
C02500,6610.732303139086,4,3,1516.3849700052792,UPI
C02501,5456.420311673215,2,7,2179.6814424689105,Card
C02502,81005.91374626779,11,1,2730.255710413101,UPI
C02503,38243.81243592806,6,4,1997.449805550441,Card
C02504,67267.02603115249,13,0,1751.4803384739575,Card
C02505,31437.577721457128,6,4,1055.5877524867583,Card
C02506,50281.09793252313,19,2,4699.104214970288,Card
C02507,10238.81423651983,4,2,2589.46072903626,Card
C02508,86459.49277623436,12,2,1679.2090447331238,UPI
C02509,20536.68257591366,6,3,2937.6767450567017,Card
